name,model_type,test_MeanSquaredError,test_MeanAbsolutePercentageError,test_MeanSquaredErrorHighChangeIntervals,Mean test time per sample (ms)
transformer_2025-02-06_15-31-02,transformer,0.6319381599202648,0.6602265790172659,1.4165237947718865,0.8772761868241499
deepar_2025-02-06_15-30-56,deepar,0.981734714345911,5.350125769796729,1.946879755126988,0.9203092268932506
tcn_2025-02-06_15-30-47,tcn,0.9834579067511126,1.3762160657491995,1.915084877340302,0.8289062327531445
lstm_2025-02-06_15-30-41,lstm,1.4633928845655313,8.4346416368401,2.2803542498728753,0.7939769321923976
nhits_2025-02-06_15-30-31,nhits,0.4892663288788403,0.9962041645690358,1.2245689687287051,0.8274324078713079
tft_2025-02-06_15-30-21,tft,0.4763410005725886,0.7259739114232737,1.1639661194631357,0.9248281562286416
deepar_2025-02-06_15-30-18,deepar,1.2936898968077806,5.531792420813763,1.9637172810175063,0.8455843669469552
transformer_2025-02-06_15-30-14,transformer,0.6161479204269674,1.045294684770482,1.3974738537174944,0.8698630615916398
tcn_2025-02-06_15-30-13,tcn,1.0126215845518896,0.906039251943632,1.9915563688211664,0.8208385113712467
lstm_2025-02-06_15-30-05,lstm,0.6774675304151054,3.881452783402993,1.302747708924939,0.8179963037581243
nhits_2025-02-06_15-29-54,nhits,0.4718285760199691,1.088224373096086,1.2152856981525226,0.8296465548827215
tft_2025-02-06_15-29-41,tft,0.758259518307019,0.9350137367029244,1.8070395583649972,0.9906371495665034
deepar_2025-02-06_15-29-39,deepar,1.6815963691968976,6.847355943401143,3.332786746313065,0.9468109304052028
tcn_2025-02-06_15-29-39,tcn,1.0037039526480362,1.0097598349959354,1.9645316032026192,0.8342951612399362
lstm_2025-02-06_15-29-28,lstm,1.281043451050151,5.141761225596386,2.093489727113356,0.8182186249862698
transformer_2025-02-06_15-29-26,transformer,0.6332208984959803,0.9076276746805552,1.4129300299589318,0.8687103050463187
nhits_2025-02-06_15-29-17,nhits,0.4978737715870213,1.163791458827041,1.2783604350626498,0.826291629182332
tcn_2025-02-06_15-29-05,tcn,1.0000784475095783,1.2473607226331906,1.9412861498990124,0.8209127053866149
tft_2025-02-06_15-29-01,tft,0.4793816761836557,0.8697742944847711,1.2002574952965115,0.9290117298817392
deepar_2025-02-06_15-29-01,deepar,1.3703920575071835,6.897474755363454,2.483445683372952,0.8978455139281195
lstm_2025-02-06_15-28-51,lstm,1.0110767922304955,4.121221639335015,2.327223156704961,0.8195143569346585
nhits_2025-02-06_15-28-39,nhits,0.4716687281016827,1.301570224195744,1.208399415435326,0.8333681348968498
transformer_2025-02-06_15-28-39,transformer,0.629273969823281,0.8093345181471051,1.421905959499749,0.9032007261558108
tcn_2025-02-06_15-28-32,tcn,1.0181454116911337,1.2111161873228449,1.9634418533085425,0.8149849865442651
deepar_2025-02-06_15-28-23,deepar,1.2166980318183245,5.803034371269273,1.952341551886948,0.8443296034260631
tft_2025-02-06_15-28-19,tft,0.4999819802455506,1.0654504394187518,1.2535298846968526,0.9260821144294252
lstm_2025-02-06_15-28-15,lstm,0.6281942057384097,2.354772313990815,1.576377526013442,0.825497179585116
nhits_2025-02-06_15-28-00,nhits,0.4851758944865153,1.1078236135295765,1.2125178974030444,0.8313332334198915
tcn_2025-02-06_15-27-58,tcn,0.9946778256025456,1.3157083160906375,1.9303365924430296,0.8297079678653452
transformer_2025-02-06_15-27-54,transformer,0.6251934880843162,1.114847606613406,1.4107584956037231,0.8929126750668296
deepar_2025-02-06_15-27-43,deepar,1.1657210840709875,6.0866007946270955,2.202913635663837,0.9569689402799776
tft_2025-02-06_15-27-39,tft,0.8235905600972272,1.3584555971336445,2.0059634688801884,0.9347611264137508
lstm_2025-02-06_15-27-38,lstm,1.2500054162348142,5.433664197958515,2.052221939381532,0.8274391419766352
